"","family","_date","sales"
"294","SEAFOOD",2015-08-20,84.82
"295","SEAFOOD",2015-01-22,3
"296","SEAFOOD",2015-02-01,35.8
"297","SEAFOOD",2015-06-21,22.77
"298","SEAFOOD",2015-05-12,119.357
"299","SEAFOOD",2015-07-27,24.243
"300","SEAFOOD",2015-02-20,31.221
"301","SEAFOOD",2015-01-02,18
"302","SEAFOOD",2015-08-20,10.159
"303","SEAFOOD",2015-01-20,5
"304","SEAFOOD",2015-05-17,32.213
"305","SEAFOOD",2015-03-31,45.099
"306","SEAFOOD",2015-08-12,16.228
"307","SEAFOOD",2015-03-11,11
"308","SEAFOOD",2015-01-20,59.046
"309","SEAFOOD",2015-03-13,12
"310","SEAFOOD",2015-02-22,9.712
"311","SEAFOOD",2015-05-06,22.41
"312","SEAFOOD",2015-03-25,21.939
"313","SEAFOOD",2015-04-09,40.18
"314","SEAFOOD",2015-06-17,51.223
"315","SEAFOOD",2015-03-02,30
"316","SEAFOOD",2015-03-21,64.718
"317","SEAFOOD",2015-06-29,19
"318","SEAFOOD",2015-05-19,37.634
"319","SEAFOOD",2015-04-29,46.055
"320","SEAFOOD",2015-04-10,5
"321","SEAFOOD",2015-08-26,36.809998
"322","SEAFOOD",2015-03-01,31.147
"323","SEAFOOD",2015-01-04,136.54399
"324","SEAFOOD",2015-04-18,10
"325","SEAFOOD",2015-01-01,23
"326","SEAFOOD",2015-01-07,14.262
"327","SEAFOOD",2015-01-29,90.852
"328","SEAFOOD",2015-08-19,48.454998
"329","SEAFOOD",2015-08-20,29.655
"330","SEAFOOD",2015-09-15,34.812
"331","SEAFOOD",2015-07-04,16
"332","SEAFOOD",2015-07-19,33.009003
"333","SEAFOOD",2015-08-20,18.199
"334","SEAFOOD",2015-01-20,43.525
"335","SEAFOOD",2015-03-12,65.201996
"336","SEAFOOD",2015-02-13,44.238
"337","SEAFOOD",2015-03-12,79.13
"338","SEAFOOD",2015-05-24,14.205999
"339","SEAFOOD",2015-05-07,58.986
"340","SEAFOOD",2015-09-09,8
"341","SEAFOOD",2015-09-14,25.168001
"342","SEAFOOD",2015-01-28,15.113
"343","SEAFOOD",2015-04-16,38.88
"344","SEAFOOD",2015-01-24,14.305
"345","SEAFOOD",2015-06-01,41.501
"346","SEAFOOD",2015-04-27,96.612
"347","SEAFOOD",2015-08-19,24.047
"348","SEAFOOD",2015-05-16,15.209
"349","SEAFOOD",2015-05-15,91.135
"350","SEAFOOD",2015-04-05,84.33
"351","SEAFOOD",2015-03-07,21
"352","SEAFOOD",2015-06-22,39.603
"353","SEAFOOD",2015-05-24,8
"354","SEAFOOD",2015-02-10,4
"355","SEAFOOD",2015-06-23,77.687996
"356","SEAFOOD",2015-05-26,29.449001
"357","SEAFOOD",2015-09-10,100.107
"358","SEAFOOD",2015-05-13,21.843
"359","SEAFOOD",2015-01-24,50.161
"360","SEAFOOD",2015-07-26,22.183
"361","SEAFOOD",2015-08-26,28.795
"362","SEAFOOD",2015-03-11,27.594
"363","SEAFOOD",2015-01-09,26
"364","SEAFOOD",2015-02-10,55.639
"365","SEAFOOD",2015-05-07,86.273
"366","SEAFOOD",2015-01-20,2
"367","SEAFOOD",2015-04-30,3
"368","SEAFOOD",2015-04-24,129.191
"369","SEAFOOD",2015-07-09,0
"370","SEAFOOD",2015-03-03,13.181
"371","SEAFOOD",2015-05-07,84.534996
"372","SEAFOOD",2015-02-02,15
"373","SEAFOOD",2015-02-11,44.834
"374","SEAFOOD",2015-03-27,58.07
"375","SEAFOOD",2015-08-22,11.391
"376","SEAFOOD",2015-03-20,37.745
"377","SEAFOOD",2015-03-14,165.6
"378","SEAFOOD",2015-08-29,9.337
"379","SEAFOOD",2015-07-16,143.573
"380","SEAFOOD",2015-04-08,15.864
"381","SEAFOOD",2015-06-20,4
"382","SEAFOOD",2015-01-17,56.069
"383","SEAFOOD",2015-08-26,16.561
"384","SEAFOOD",2015-04-25,89.645
"385","SEAFOOD",2015-07-10,38.752
"386","SEAFOOD",2015-03-21,51.497
"387","SEAFOOD",2015-04-07,59.485
"388","SEAFOOD",2015-09-14,10
"389","SEAFOOD",2015-02-20,46.66
"390","SEAFOOD",2015-07-21,47.494
"391","SEAFOOD",2015-08-11,33.825
"392","SEAFOOD",2015-02-04,34.641
"393","SEAFOOD",2015-04-16,36.829998
"394","SEAFOOD",2015-07-07,37.032
"395","SEAFOOD",2015-09-15,43.815
"396","SEAFOOD",2015-08-21,54.954
"397","SEAFOOD",2015-04-25,19.987
"398","SEAFOOD",2015-02-28,19.733
"399","SEAFOOD",2015-08-12,47.077
"400","SEAFOOD",2015-05-06,101.549
"401","SEAFOOD",2015-03-29,13
"402","SEAFOOD",2015-01-28,20.654
"403","SEAFOOD",2015-04-16,71.779
"404","SEAFOOD",2015-08-21,15.967
"405","SEAFOOD",2015-01-29,59.731
"406","SEAFOOD",2015-05-09,49.654
"407","SEAFOOD",2015-03-17,5
"408","SEAFOOD",2015-03-28,49.621002
"409","SEAFOOD",2015-01-10,83.111
"410","SEAFOOD",2015-06-09,19.117
"411","SEAFOOD",2015-09-15,30.311
"412","SEAFOOD",2015-05-25,102.517
"413","SEAFOOD",2015-04-28,30.666
"414","SEAFOOD",2015-01-11,26.019
"415","SEAFOOD",2015-05-27,75.118004
"416","SEAFOOD",2015-05-31,6
"417","SEAFOOD",2015-03-08,54.455
"418","SEAFOOD",2015-04-08,29.076
"419","SEAFOOD",2015-06-27,67.378
"420","SEAFOOD",2015-08-20,36.811
"421","SEAFOOD",2015-09-03,70.848
"422","SEAFOOD",2015-05-13,18.619
"423","SEAFOOD",2015-04-11,47.696
"424","SEAFOOD",2015-04-11,52.9
"425","SEAFOOD",2015-02-07,20.968
"426","SEAFOOD",2015-05-25,66.721
"427","SEAFOOD",2015-06-01,11.425
"428","SEAFOOD",2015-04-07,41.818
"429","SEAFOOD",2015-03-27,33.65
"430","SEAFOOD",2015-08-22,54.61
"431","SEAFOOD",2015-03-15,6
"432","SEAFOOD",2015-07-16,23.186
"433","SEAFOOD",2015-07-30,160.4
"434","SEAFOOD",2015-07-01,32.716
"435","SEAFOOD",2015-06-19,50.201
"436","SEAFOOD",2015-04-09,50.679
"437","SEAFOOD",2015-06-15,22.913
"438","SEAFOOD",2015-06-02,90.147
"439","SEAFOOD",2015-08-01,27.74
"440","SEAFOOD",2015-05-03,51.833
"441","SEAFOOD",2015-06-29,38.532
"442","SEAFOOD",2015-03-24,73.635
"443","SEAFOOD",2015-05-02,16.838
"444","SEAFOOD",2015-07-10,37.27
"445","SEAFOOD",2015-01-08,13
"446","SEAFOOD",2015-05-28,26.039
"447","SEAFOOD",2015-08-06,22.768
"448","SEAFOOD",2015-09-07,65.523
"449","SEAFOOD",2015-07-21,7
"450","SEAFOOD",2015-05-23,37.572
"451","SEAFOOD",2015-03-23,6
"452","SEAFOOD",2015-01-31,80.373
"453","SEAFOOD",2015-04-27,43.737
"454","SEAFOOD",2015-08-08,54.170002
"455","SEAFOOD",2015-02-13,36.026
"456","SEAFOOD",2015-09-12,17.81
"457","SEAFOOD",2015-03-03,8
"458","SEAFOOD",2015-06-09,9
"459","SEAFOOD",2015-05-19,8
"460","SEAFOOD",2015-09-11,85.036
"461","SEAFOOD",2015-06-28,43.256
"462","SEAFOOD",2015-05-03,2
"463","SEAFOOD",2015-07-21,32.743
"464","SEAFOOD",2015-06-26,30.715
"465","SEAFOOD",2015-01-29,86.554
"466","SEAFOOD",2015-03-21,13
"467","SEAFOOD",2015-03-14,99.589005
"468","SEAFOOD",2015-07-13,43.41
"469","SEAFOOD",2015-03-09,37.228
"470","SEAFOOD",2015-08-11,33.026
"471","SEAFOOD",2015-07-08,80.015
"472","SEAFOOD",2015-02-07,43.85
"473","SEAFOOD",2015-02-04,2
"474","SEAFOOD",2015-06-19,73.597
"475","SEAFOOD",2015-08-06,53.725
"476","SEAFOOD",2015-05-25,12
"477","SEAFOOD",2015-08-13,40.966
"478","SEAFOOD",2015-07-29,49.743
"479","SEAFOOD",2015-07-22,13.298
"480","SEAFOOD",2015-03-17,36.921
"481","SEAFOOD",2015-04-05,9.54
"482","SEAFOOD",2015-04-24,42.253002
"483","SEAFOOD",2015-06-02,23.949
"484","SEAFOOD",2015-08-12,16.798
"485","SEAFOOD",2015-07-15,3
"486","SEAFOOD",2015-02-03,62.084
"487","SEAFOOD",2015-03-01,43.164
"488","SEAFOOD",2015-07-01,12
"489","SEAFOOD",2015-07-31,58.15
"490","SEAFOOD",2015-05-28,89.728004
"491","SEAFOOD",2015-06-23,25.694
"492","SEAFOOD",2015-01-23,9
"493","SEAFOOD",2015-08-16,21.712
"494","SEAFOOD",2015-08-20,149.575
"495","SEAFOOD",2015-04-17,69.865
"496","SEAFOOD",2015-05-02,50.655
"497","SEAFOOD",2015-01-11,33.66
"498","SEAFOOD",2015-06-12,56.82
"499","SEAFOOD",2015-06-18,14
"500","SEAFOOD",2015-03-21,72.47
"501","SEAFOOD",2015-03-30,25.263
"502","SEAFOOD",2015-03-31,125.27
"503","SEAFOOD",2015-02-01,60.127
"504","SEAFOOD",2015-06-26,33.191
"505","SEAFOOD",2015-08-17,22.602001
"506","SEAFOOD",2015-07-05,26.603
"507","SEAFOOD",2015-06-15,58.027
"508","SEAFOOD",2015-02-05,50.468
"509","SEAFOOD",2015-01-30,77.491
"510","SEAFOOD",2015-08-08,26.11
"511","SEAFOOD",2015-02-12,62.05
"512","SEAFOOD",2015-06-15,43.823
"513","SEAFOOD",2015-01-26,9
"514","SEAFOOD",2015-01-12,61.556
"515","SEAFOOD",2015-02-27,46.851997
"516","SEAFOOD",2015-05-01,15.416
"517","SEAFOOD",2015-07-24,33.09
"518","SEAFOOD",2015-06-25,0
"519","SEAFOOD",2015-06-01,24
"520","SEAFOOD",2015-03-26,173.29901
"521","SEAFOOD",2015-05-26,22.99
"522","SEAFOOD",2015-08-13,15.1
"523","SEAFOOD",2015-03-20,155.822
"524","SEAFOOD",2015-08-31,12.55
"525","SEAFOOD",2015-07-19,3
"526","SEAFOOD",2015-04-26,25.774
"527","SEAFOOD",2015-01-23,79.178
"528","SEAFOOD",2015-08-05,13.896
"529","SEAFOOD",2015-07-02,4
"530","SEAFOOD",2015-06-08,17.389
"531","SEAFOOD",2015-04-05,14
"532","SEAFOOD",2015-06-03,67.357
"533","SEAFOOD",2015-06-05,128.504
"534","SEAFOOD",2015-09-14,37.017002
"535","SEAFOOD",2015-08-02,42.793
"536","SEAFOOD",2015-08-09,20.443
"537","SEAFOOD",2015-02-15,4
"538","SEAFOOD",2015-09-01,141.26599
"539","SEAFOOD",2015-08-07,29.492
"540","SEAFOOD",2015-03-03,41.157
"541","SEAFOOD",2015-06-15,101.246
"542","SEAFOOD",2015-01-01,2
"543","SEAFOOD",2015-01-04,16
"544","SEAFOOD",2015-06-15,73.346
"545","SEAFOOD",2015-03-25,6
"546","SEAFOOD",2015-01-03,67.066
"547","SEAFOOD",2015-03-05,88.63
"548","SEAFOOD",2015-02-17,127.123
"549","SEAFOOD",2015-06-20,21.921
"550","SEAFOOD",2015-02-20,9.823
"551","SEAFOOD",2015-01-10,46.689
"552","SEAFOOD",2015-01-08,47.154
"553","SEAFOOD",2015-03-12,54.214
"554","SEAFOOD",2015-07-09,54.543
"555","SEAFOOD",2015-03-12,37.673
"556","SEAFOOD",2015-06-11,22.25
"557","SEAFOOD",2015-06-06,6.96
"558","SEAFOOD",2015-08-28,124.798004
"559","SEAFOOD",2015-07-31,44.391
"560","SEAFOOD",2015-01-11,70.951
"561","SEAFOOD",2015-07-08,58.165
"562","SEAFOOD",2015-06-16,42.026
"563","SEAFOOD",2015-07-03,154.897
"564","SEAFOOD",2015-04-11,55.315002
"565","SEAFOOD",2015-05-19,36.312
"566","SEAFOOD",2015-03-14,63.995003
"567","SEAFOOD",2015-04-08,29
"568","SEAFOOD",2015-02-12,29.383999
"569","SEAFOOD",2015-04-10,18
"570","SEAFOOD",2015-07-07,65.274
"571","SEAFOOD",2015-05-16,97.364
"572","SEAFOOD",2015-08-18,56.35
"573","SEAFOOD",2015-05-02,62.859
"574","SEAFOOD",2015-01-08,148.90201
"575","SEAFOOD",2015-07-25,71.337
"576","SEAFOOD",2015-05-08,31.951
"577","SEAFOOD",2015-01-12,13
"578","SEAFOOD",2015-01-14,25.893
"579","SEAFOOD",2015-05-25,7
"580","SEAFOOD",2015-06-04,69.226
"581","SEAFOOD",2015-08-25,31.882
"582","SEAFOOD",2015-03-11,15.936
"583","SEAFOOD",2015-02-15,6
"584","SEAFOOD",2015-02-03,14.411
"585","SEAFOOD",2015-09-09,64.533
"586","SEAFOOD",2015-06-02,2
"587","SEAFOOD",2015-01-05,24.442
"588","SEAFOOD",2015-09-09,40.742
"589","SEAFOOD",2015-03-28,82.345
"590","SEAFOOD",2015-01-17,70.229996
"591","SEAFOOD",2015-01-13,39.943
"592","SEAFOOD",2015-08-31,67.291
"593","SEAFOOD",2015-02-10,53.028
"594","SEAFOOD",2015-08-17,38.945
"595","SEAFOOD",2015-07-01,99.764
"596","SEAFOOD",2015-07-17,85.445
"597","SEAFOOD",2015-08-18,17.124
"598","SEAFOOD",2015-07-29,86.176
"599","SEAFOOD",2015-02-05,84.661
"600","SEAFOOD",2015-02-10,14.775
"601","SEAFOOD",2015-08-20,2
"602","SEAFOOD",2015-09-14,32.997
"603","SEAFOOD",2015-02-18,16.44
"604","SEAFOOD",2015-03-29,26.51
"605","SEAFOOD",2015-05-08,44.983
"606","SEAFOOD",2015-06-13,5
"607","SEAFOOD",2015-07-13,27.407
"608","SEAFOOD",2015-07-10,73.922
"609","SEAFOOD",2015-09-04,49.991
"610","SEAFOOD",2015-08-17,41.137
"611","SEAFOOD",2015-06-13,65.621
"612","SEAFOOD",2015-02-21,61.232002
"613","SEAFOOD",2015-02-06,7
"614","SEAFOOD",2015-08-29,8.73
"615","SEAFOOD",2015-06-16,4
"616","SEAFOOD",2015-05-20,20.41
"617","SEAFOOD",2015-09-01,24.719
"618","SEAFOOD",2015-03-06,16.306
"619","SEAFOOD",2015-06-22,29.313
"620","SEAFOOD",2015-06-02,56.399
"621","SEAFOOD",2015-09-12,64.121
"622","SEAFOOD",2015-01-12,47.846
"623","SEAFOOD",2015-08-11,6
"624","SEAFOOD",2015-04-12,27.16
"625","SEAFOOD",2015-05-13,60.022
"626","SEAFOOD",2015-09-13,48.498
"627","SEAFOOD",2015-05-29,28.736
"628","SEAFOOD",2015-07-02,48.176
"629","SEAFOOD",2015-09-07,76.438
"630","SEAFOOD",2015-01-02,37.672
"631","SEAFOOD",2015-04-06,3
"632","SEAFOOD",2015-09-05,168.382
"633","SEAFOOD",2015-05-09,12.101
"634","SEAFOOD",2015-03-05,7
"635","SEAFOOD",2015-05-06,35.347
"636","SEAFOOD",2015-06-27,47.653
"637","SEAFOOD",2015-01-24,73.23
"638","SEAFOOD",2015-02-18,18.258
"639","SEAFOOD",2015-04-18,22.359001
"640","SEAFOOD",2015-06-07,27.638
"641","SEAFOOD",2015-03-15,16.522
"642","SEAFOOD",2015-07-27,30.802
